entity_xref	has_metadata@xref	concerns@reaction	concerns@pathway	concerns@compound
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_xrefs___2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET_xrefs			2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET
HOMO-CIT_xrefs___HOMO-CIT	HOMO-CIT_xrefs			HOMO-CIT
VIOMYCIN-P_xrefs___VIOMYCIN-P	VIOMYCIN-P_xrefs			VIOMYCIN-P
CPD-17388_xrefs___CPD-17388	CPD-17388_xrefs			CPD-17388
CPD-728_xrefs___CPD-728	CPD-728_xrefs			CPD-728
CPD-12115_xrefs___CPD-12115	CPD-12115_xrefs			CPD-12115
CPD-7280_xrefs___CPD-7280	CPD-7280_xrefs			CPD-7280
OXIDIZED-DITHIOTHREITOL_xrefs___OXIDIZED-DITHIOTHREITOL	OXIDIZED-DITHIOTHREITOL_xrefs			OXIDIZED-DITHIOTHREITOL
ADENINE_xrefs___ADENINE	ADENINE_xrefs			ADENINE
CPD-662_xrefs___CPD-662	CPD-662_xrefs			CPD-662
2-PROPENYL-GLUCOSINOLATE_xrefs___2-PROPENYL-GLUCOSINOLATE	2-PROPENYL-GLUCOSINOLATE_xrefs			2-PROPENYL-GLUCOSINOLATE
CPD-729_xrefs___CPD-729	CPD-729_xrefs			CPD-729
DIHYDROXYINDOLE_xrefs___DIHYDROXYINDOLE	DIHYDROXYINDOLE_xrefs			DIHYDROXYINDOLE
CELLOBIOSE_xrefs___CELLOBIOSE	CELLOBIOSE_xrefs			CELLOBIOSE
NONANE-46-DIONE_xrefs___NONANE-46-DIONE	NONANE-46-DIONE_xrefs			NONANE-46-DIONE
CPD-15094_xrefs___CPD-15094	CPD-15094_xrefs			CPD-15094
CPD-12139_xrefs___CPD-12139	CPD-12139_xrefs			CPD-12139
HOMO-CYS_xrefs___HOMO-CYS	HOMO-CYS_xrefs			HOMO-CYS
PYRROLINE-HYDROXY-CARBOXYLATE_xrefs___PYRROLINE-HYDROXY-CARBOXYLATE	PYRROLINE-HYDROXY-CARBOXYLATE_xrefs			PYRROLINE-HYDROXY-CARBOXYLATE
CPD-663_xrefs___CPD-663	CPD-663_xrefs			CPD-663
CPD-12140_xrefs___CPD-12140	CPD-12140_xrefs			CPD-12140
OXIDIZED-GLUTATHIONE_xrefs___OXIDIZED-GLUTATHIONE	OXIDIZED-GLUTATHIONE_xrefs			OXIDIZED-GLUTATHIONE
CPD-12173_xrefs___CPD-12173	CPD-12173_xrefs			CPD-12173
CPD-730_xrefs___CPD-730	CPD-730_xrefs			CPD-730
CPD-15109_xrefs___CPD-15109	CPD-15109_xrefs			CPD-15109
L-ALLO-THREONINE_xrefs___L-ALLO-THREONINE	L-ALLO-THREONINE_xrefs			L-ALLO-THREONINE
ACETYL-COA_xrefs___ACETYL-COA	ACETYL-COA_xrefs			ACETYL-COA
GLYCOLLATE_xrefs___GLYCOLLATE	GLYCOLLATE_xrefs			GLYCOLLATE
CPD0-1422_xrefs___CPD0-1422	CPD0-1422_xrefs			CPD0-1422
CPD-14434_xrefs___CPD-14434	CPD-14434_xrefs			CPD-14434
DI-H-OROTATE_xrefs___DI-H-OROTATE	DI-H-OROTATE_xrefs			DI-H-OROTATE
CPD-4125_xrefs___CPD-4125	CPD-4125_xrefs			CPD-4125
NONAPRENYL-4-HYDROXYBENZOATE_xrefs___NONAPRENYL-4-HYDROXYBENZOATE	NONAPRENYL-4-HYDROXYBENZOATE_xrefs			NONAPRENYL-4-HYDROXYBENZOATE
QUINATE_xrefs___QUINATE	QUINATE_xrefs			QUINATE
CPD-14443_xrefs___CPD-14443	CPD-14443_xrefs			CPD-14443
CPD0-1423_xrefs___CPD0-1423	CPD0-1423_xrefs			CPD0-1423
ETHANAMINE_xrefs___ETHANAMINE	ETHANAMINE_xrefs			ETHANAMINE
4-AMINO-BUTYRALDEHYDE_xrefs___4-AMINO-BUTYRALDEHYDE	4-AMINO-BUTYRALDEHYDE_xrefs			4-AMINO-BUTYRALDEHYDE
CPD-4126_xrefs___CPD-4126	CPD-4126_xrefs			CPD-4126
NA+_xrefs___NA+	NA+_xrefs			NA+
ITACONATE_xrefs___ITACONATE	ITACONATE_xrefs			ITACONATE
4-AMINO-BUTYRATE_xrefs___4-AMINO-BUTYRATE	4-AMINO-BUTYRATE_xrefs			4-AMINO-BUTYRATE
CPD-7036_xrefs___CPD-7036	CPD-7036_xrefs			CPD-7036
CPD-2183_xrefs___CPD-2183	CPD-2183_xrefs			CPD-2183
CPD-14454_xrefs___CPD-14454	CPD-14454_xrefs			CPD-14454
DI-H-URACIL_xrefs___DI-H-URACIL	DI-H-URACIL_xrefs			DI-H-URACIL
MORPHINONE_xrefs___MORPHINONE	MORPHINONE_xrefs			MORPHINONE
L-ALPHA-ALANINE_xrefs___L-ALPHA-ALANINE	L-ALPHA-ALANINE_xrefs			L-ALPHA-ALANINE
ITP_xrefs___ITP	ITP_xrefs			ITP
CAMP_xrefs___CAMP	CAMP_xrefs			CAMP
THZ_xrefs___THZ	THZ_xrefs			THZ
CPD-7037_xrefs___CPD-7037	CPD-7037_xrefs			CPD-7037
CPD-4127_xrefs___CPD-4127	CPD-4127_xrefs			CPD-4127
CPD0-1425_xrefs___CPD0-1425	CPD0-1425_xrefs			CPD0-1425
GUANINE_xrefs___GUANINE	GUANINE_xrefs			GUANINE
CANAVANINE_xrefs___CANAVANINE	CANAVANINE_xrefs			CANAVANINE
ETHANOL-AMINE_xrefs___ETHANOL-AMINE	ETHANOL-AMINE_xrefs			ETHANOL-AMINE
CPD-2187_xrefs___CPD-2187	CPD-2187_xrefs			CPD-2187
THZ-P_xrefs___THZ-P	THZ-P_xrefs			THZ-P
CIS-3-HEXENAL_xrefs___CIS-3-HEXENAL	CIS-3-HEXENAL_xrefs			CIS-3-HEXENAL
METHACRYLYL-COA_xrefs___METHACRYLYL-COA	METHACRYLYL-COA_xrefs			METHACRYLYL-COA
6AS11AS-36A9-TRIHYDROXYPTEROCARPAN_xrefs___6AS11AS-36A9-TRIHYDROXYPTEROCARPAN	6AS11AS-36A9-TRIHYDROXYPTEROCARPAN_xrefs			6AS11AS-36A9-TRIHYDROXYPTEROCARPAN
INDOLE_xrefs___INDOLE	INDOLE_xrefs			INDOLE
MPBQ_xrefs___MPBQ	MPBQ_xrefs			MPBQ
CPD0-1812_xrefs___CPD0-1812	CPD0-1812_xrefs			CPD0-1812
TROPINE_xrefs___TROPINE	TROPINE_xrefs			TROPINE
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE_xrefs___L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	L-ALPHA-AMINO-EPSILON-KETO-PIMELATE_xrefs			L-ALPHA-AMINO-EPSILON-KETO-PIMELATE
QUINOLINATE_xrefs___QUINOLINATE	QUINOLINATE_xrefs			QUINOLINATE
INDOLE-3-ACETALDOXIME_xrefs___INDOLE-3-ACETALDOXIME	INDOLE-3-ACETALDOXIME_xrefs			INDOLE-3-ACETALDOXIME
CPD-14550_xrefs___CPD-14550	CPD-14550_xrefs			CPD-14550
CPD-4143_xrefs___CPD-4143	CPD-4143_xrefs			CPD-4143
CPD-2209_xrefs___CPD-2209	CPD-2209_xrefs			CPD-2209
NAD_xrefs___NAD	NAD_xrefs			NAD
CPD-14553_xrefs___CPD-14553	CPD-14553_xrefs			CPD-14553
CANAVANINOSUCCINATE_xrefs___CANAVANINOSUCCINATE	CANAVANINOSUCCINATE_xrefs			CANAVANINOSUCCINATE
TROPINONE_xrefs___TROPINONE	TROPINONE_xrefs			TROPINONE
INDOLE-3-ACETYL-ALA_xrefs___INDOLE-3-ACETYL-ALA	INDOLE-3-ACETYL-ALA_xrefs			INDOLE-3-ACETYL-ALA
CAPSANTHIN_xrefs___CAPSANTHIN	CAPSANTHIN_xrefs			CAPSANTHIN
L-ARA4N-MODIFIED-KDO2-LIPID-A_xrefs___L-ARA4N-MODIFIED-KDO2-LIPID-A	L-ARA4N-MODIFIED-KDO2-LIPID-A_xrefs			L-ARA4N-MODIFIED-KDO2-LIPID-A
CPD-706_xrefs___CPD-706	CPD-706_xrefs			CPD-706
GUANOSINE_xrefs___GUANOSINE	GUANOSINE_xrefs			GUANOSINE
CPD-7061_xrefs___CPD-7061	CPD-7061_xrefs			CPD-7061
NOREPINEPHRINE_xrefs___NOREPINEPHRINE	NOREPINEPHRINE_xrefs			NOREPINEPHRINE
GUANOSINE-5DP-3DP_xrefs___GUANOSINE-5DP-3DP	GUANOSINE-5DP-3DP_xrefs			GUANOSINE-5DP-3DP
CAPSORUBIN_xrefs___CAPSORUBIN	CAPSORUBIN_xrefs			CAPSORUBIN
CPD0-2015_xrefs___CPD0-2015	CPD0-2015_xrefs			CPD0-2015
CPD-14021_xrefs___CPD-14021	CPD-14021_xrefs			CPD-14021
DELTA-TOCOPHEROL_xrefs___DELTA-TOCOPHEROL	DELTA-TOCOPHEROL_xrefs			DELTA-TOCOPHEROL
LIPID-IV-A_xrefs___LIPID-IV-A	LIPID-IV-A_xrefs			LIPID-IV-A
MALONATE_xrefs___MALONATE	MALONATE_xrefs			MALONATE
NORSPERMIDINE_xrefs___NORSPERMIDINE	NORSPERMIDINE_xrefs			NORSPERMIDINE
CPD-8347_xrefs___CPD-8347	CPD-8347_xrefs			CPD-8347
CPD-18118_xrefs___CPD-18118	CPD-18118_xrefs			CPD-18118
STEAROYL-COA_xrefs___STEAROYL-COA	STEAROYL-COA_xrefs			STEAROYL-COA
CPD-8355_xrefs___CPD-8355	CPD-8355_xrefs			CPD-8355
MALONATE-S-ALD_xrefs___MALONATE-S-ALD	MALONATE-S-ALD_xrefs			MALONATE-S-ALD
CPD-16445_xrefs___CPD-16445	CPD-16445_xrefs			CPD-16445
CPD-9699_xrefs___CPD-9699	CPD-9699_xrefs			CPD-9699
CPD-182_xrefs___CPD-182	CPD-182_xrefs			CPD-182
CPD-15616_xrefs___CPD-15616	CPD-15616_xrefs			CPD-15616
CPD-12897_xrefs___CPD-12897	CPD-12897_xrefs			CPD-12897
CPD-1821_xrefs___CPD-1821	CPD-1821_xrefs			CPD-1821
CPD-9700_xrefs___CPD-9700	CPD-9700_xrefs			CPD-9700
CPD-7849_xrefs___CPD-7849	CPD-7849_xrefs			CPD-7849
D-METHYL-MALONYL-COA_xrefs___D-METHYL-MALONYL-COA	D-METHYL-MALONYL-COA_xrefs			D-METHYL-MALONYL-COA
RUTIN_xrefs___RUTIN	RUTIN_xrefs			RUTIN
CPD-11444_xrefs___CPD-11444	CPD-11444_xrefs			CPD-11444
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE_xrefs___DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE_xrefs			DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE
CPD-16446_xrefs___CPD-16446	CPD-16446_xrefs			CPD-16446
D-MYO-INOSITOL-1-MONOPHOSPHATE_xrefs___D-MYO-INOSITOL-1-MONOPHOSPHATE	D-MYO-INOSITOL-1-MONOPHOSPHATE_xrefs			D-MYO-INOSITOL-1-MONOPHOSPHATE
UBIQUINOL-30_xrefs___UBIQUINOL-30	UBIQUINOL-30_xrefs			UBIQUINOL-30
CPD-9768_xrefs___CPD-9768	CPD-9768_xrefs			CPD-9768
CPD-844_xrefs___CPD-844	CPD-844_xrefs			CPD-844
CPD-12902_xrefs___CPD-12902	CPD-12902_xrefs			CPD-12902
CPD-7850_xrefs___CPD-7850	CPD-7850_xrefs			CPD-7850
DODECANOATE_xrefs___DODECANOATE	DODECANOATE_xrefs			DODECANOATE
CPD-18238_xrefs___CPD-18238	CPD-18238_xrefs			CPD-18238
CPD-12904_xrefs___CPD-12904	CPD-12904_xrefs			CPD-12904
D-MYO-INOSITOL-34-BISPHOSPHATE_xrefs___D-MYO-INOSITOL-34-BISPHOSPHATE	D-MYO-INOSITOL-34-BISPHOSPHATE_xrefs			D-MYO-INOSITOL-34-BISPHOSPHATE
CPD-11495_xrefs___CPD-11495	CPD-11495_xrefs			CPD-11495
CPD-9852_xrefs___CPD-9852	CPD-9852_xrefs			CPD-9852
CPD-16491_xrefs___CPD-16491	CPD-16491_xrefs			CPD-16491
LL-DIAMINOPIMELATE_xrefs___LL-DIAMINOPIMELATE	LL-DIAMINOPIMELATE_xrefs			LL-DIAMINOPIMELATE
CPD-7851_xrefs___CPD-7851	CPD-7851_xrefs			CPD-7851
CPD-12905_xrefs___CPD-12905	CPD-12905_xrefs			CPD-12905
CPD-15637_xrefs___CPD-15637	CPD-15637_xrefs			CPD-15637
CPD-11497_xrefs___CPD-11497	CPD-11497_xrefs			CPD-11497
CPD-1825_xrefs___CPD-1825	CPD-1825_xrefs			CPD-1825
STRICTOSIDINE_xrefs___STRICTOSIDINE	STRICTOSIDINE_xrefs			STRICTOSIDINE
CPD-8477_xrefs___CPD-8477	CPD-8477_xrefs			CPD-8477
CPD-14042_xrefs___CPD-14042	CPD-14042_xrefs			CPD-14042
DIHYDROXYNAPHTHOATE_xrefs___DIHYDROXYNAPHTHOATE	DIHYDROXYNAPHTHOATE_xrefs			DIHYDROXYNAPHTHOATE
GDP_xrefs___GDP	GDP_xrefs			GDP
CPD-12906_xrefs___CPD-12906	CPD-12906_xrefs			CPD-12906
CPD-15651_xrefs___CPD-15651	CPD-15651_xrefs			CPD-15651
CPD-8490_xrefs___CPD-8490	CPD-8490_xrefs			CPD-8490
CPD-9854_xrefs___CPD-9854	CPD-9854_xrefs			CPD-9854
CPD-786_xrefs___CPD-786	CPD-786_xrefs			CPD-786
D-MYO-INOSITOL-4-PHOSPHATE_xrefs___D-MYO-INOSITOL-4-PHOSPHATE	D-MYO-INOSITOL-4-PHOSPHATE_xrefs			D-MYO-INOSITOL-4-PHOSPHATE
CPD-18276_xrefs___CPD-18276	CPD-18276_xrefs			CPD-18276
CPD-85_xrefs___CPD-85	CPD-85_xrefs			CPD-85
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE_xrefs___GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE_xrefs			GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE
DELTA3-ISOPENTENYL-PP_xrefs___DELTA3-ISOPENTENYL-PP	DELTA3-ISOPENTENYL-PP_xrefs			DELTA3-ISOPENTENYL-PP
CPD-7861_xrefs___CPD-7861	CPD-7861_xrefs			CPD-7861
CPD-15652_xrefs___CPD-15652	CPD-15652_xrefs			CPD-15652
ALLYSINE_xrefs___ALLYSINE	ALLYSINE_xrefs			ALLYSINE
LOGANATE_xrefs___LOGANATE	LOGANATE_xrefs			LOGANATE
CPD-16500_xrefs___CPD-16500	CPD-16500_xrefs			CPD-16500
CPD-18277_xrefs___CPD-18277	CPD-18277_xrefs			CPD-18277
ACETYL-ETCETERA-L-ASPARAGINE_xrefs___ACETYL-ETCETERA-L-ASPARAGINE	ACETYL-ETCETERA-L-ASPARAGINE_xrefs			ACETYL-ETCETERA-L-ASPARAGINE
CPD-9857_xrefs___CPD-9857	CPD-9857_xrefs			CPD-9857
CPD-18278_xrefs___CPD-18278	CPD-18278_xrefs			CPD-18278
CPD-15653_xrefs___CPD-15653	CPD-15653_xrefs			CPD-15653
CPD-16502_xrefs___CPD-16502	CPD-16502_xrefs			CPD-16502
CPD-7862_xrefs___CPD-7862	CPD-7862_xrefs			CPD-7862
CPD-9858_xrefs___CPD-9858	CPD-9858_xrefs			CPD-9858
CPD-18279_xrefs___CPD-18279	CPD-18279_xrefs			CPD-18279
DIHYDROXYPHENYLGLYCOLALDEHYDE_xrefs___DIHYDROXYPHENYLGLYCOLALDEHYDE	DIHYDROXYPHENYLGLYCOLALDEHYDE_xrefs			DIHYDROXYPHENYLGLYCOLALDEHYDE
CPD-15654_xrefs___CPD-15654	CPD-15654_xrefs			CPD-15654
SEROTONIN_xrefs___SEROTONIN	SEROTONIN_xrefs			SEROTONIN
CPD-13529_xrefs___CPD-13529	CPD-13529_xrefs			CPD-13529
CPD-558_xrefs___CPD-558	CPD-558_xrefs			CPD-558
S-NITROSOGLUTATHIONE_xrefs___S-NITROSOGLUTATHIONE	S-NITROSOGLUTATHIONE_xrefs			S-NITROSOGLUTATHIONE
CPD-1070_xrefs___CPD-1070	CPD-1070_xrefs			CPD-1070
CPD-8908_xrefs___CPD-8908	CPD-8908_xrefs			CPD-8908
12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE_xrefs___12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE	12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE_xrefs			12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE
CPD-4620_xrefs___CPD-4620	CPD-4620_xrefs			CPD-4620
GDP-D-GLUCOSE_xrefs___GDP-D-GLUCOSE	GDP-D-GLUCOSE_xrefs			GDP-D-GLUCOSE
AICAR_xrefs___AICAR	AICAR_xrefs			AICAR
CPD-13533_xrefs___CPD-13533	CPD-13533_xrefs			CPD-13533
PHYTOSPINGOSINE_xrefs___PHYTOSPINGOSINE	PHYTOSPINGOSINE_xrefs			PHYTOSPINGOSINE
CPD-665_xrefs___CPD-665	CPD-665_xrefs			CPD-665
CPD1F-138_xrefs___CPD1F-138	CPD1F-138_xrefs			CPD1F-138
N-ACETYL-5-METHOXY-TRYPTAMINE_xrefs___N-ACETYL-5-METHOXY-TRYPTAMINE	N-ACETYL-5-METHOXY-TRYPTAMINE_xrefs			N-ACETYL-5-METHOXY-TRYPTAMINE
CPD-731_xrefs___CPD-731	CPD-731_xrefs			CPD-731
CPD-13534_xrefs___CPD-13534	CPD-13534_xrefs			CPD-13534
CPD-10740_xrefs___CPD-10740	CPD-10740_xrefs			CPD-10740
S-NORCOCLAURINE_xrefs___S-NORCOCLAURINE	S-NORCOCLAURINE_xrefs			S-NORCOCLAURINE
12-DICHLOROETHANE_xrefs___12-DICHLOROETHANE	12-DICHLOROETHANE_xrefs			12-DICHLOROETHANE
PHYTYL-PYROPHOSPHATE_xrefs___PHYTYL-PYROPHOSPHATE	PHYTYL-PYROPHOSPHATE_xrefs			PHYTYL-PYROPHOSPHATE
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE_xrefs___2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE_xrefs			2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
CPD1F-139_xrefs___CPD1F-139	CPD1F-139_xrefs			CPD1F-139
3-CYANOPYRIDINE_xrefs___3-CYANOPYRIDINE	3-CYANOPYRIDINE_xrefs			3-CYANOPYRIDINE
2-DEHYDRO-3-DEOXY-D-GLUCONATE_xrefs___2-DEHYDRO-3-DEOXY-D-GLUCONATE	2-DEHYDRO-3-DEOXY-D-GLUCONATE_xrefs			2-DEHYDRO-3-DEOXY-D-GLUCONATE
1-O-SINAPOYL-BETA-D-GLUCOSE_xrefs___1-O-SINAPOYL-BETA-D-GLUCOSE	1-O-SINAPOYL-BETA-D-GLUCOSE_xrefs			1-O-SINAPOYL-BETA-D-GLUCOSE
CPD-6661_xrefs___CPD-6661	CPD-6661_xrefs			CPD-6661
CPD-10741_xrefs___CPD-10741	CPD-10741_xrefs			CPD-10741
CPD-560_xrefs___CPD-560	CPD-560_xrefs			CPD-560
N-ACETYL-BETA-GLUCOSAMINYLAMINE_xrefs___N-ACETYL-BETA-GLUCOSAMINYLAMINE	N-ACETYL-BETA-GLUCOSAMINYLAMINE_xrefs			N-ACETYL-BETA-GLUCOSAMINYLAMINE
CPD-463_xrefs___CPD-463	CPD-463_xrefs			CPD-463
12-OXO-CIS-9-DODECENOATE_xrefs___12-OXO-CIS-9-DODECENOATE	12-OXO-CIS-9-DODECENOATE_xrefs			12-OXO-CIS-9-DODECENOATE
CPD1F-140_xrefs___CPD1F-140	CPD1F-140_xrefs			CPD1F-140
CPD-7323_xrefs___CPD-7323	CPD-7323_xrefs			CPD-7323
S-PRENYL-L-CYSTEINE_xrefs___S-PRENYL-L-CYSTEINE	S-PRENYL-L-CYSTEINE_xrefs			S-PRENYL-L-CYSTEINE
CPD-1075_xrefs___CPD-1075	CPD-1075_xrefs			CPD-1075
CPD-67_xrefs___CPD-67	CPD-67_xrefs			CPD-67
1-PALMITOYLGLYCEROL-3-PHOSPHATE_xrefs___1-PALMITOYLGLYCEROL-3-PHOSPHATE	1-PALMITOYLGLYCEROL-3-PHOSPHATE_xrefs			1-PALMITOYLGLYCEROL-3-PHOSPHATE
CPD-6702_xrefs___CPD-6702	CPD-6702_xrefs			CPD-6702
3-DEHYDRO-SHIKIMATE_xrefs___3-DEHYDRO-SHIKIMATE	3-DEHYDRO-SHIKIMATE_xrefs			3-DEHYDRO-SHIKIMATE
N-ACETYL-D-GLUCOSAMINE_xrefs___N-ACETYL-D-GLUCOSAMINE	N-ACETYL-D-GLUCOSAMINE_xrefs			N-ACETYL-D-GLUCOSAMINE
2-DEHYDROPANTOATE_xrefs___2-DEHYDROPANTOATE	2-DEHYDROPANTOATE_xrefs			2-DEHYDROPANTOATE
HCN_xrefs___HCN	HCN_xrefs			HCN
N-ACETYL-D-GLUCOSAMINE-1-P_xrefs___N-ACETYL-D-GLUCOSAMINE-1-P	N-ACETYL-D-GLUCOSAMINE-1-P_xrefs			N-ACETYL-D-GLUCOSAMINE-1-P
CPD-464_xrefs___CPD-464	CPD-464_xrefs			CPD-464
CPD-564_xrefs___CPD-564	CPD-564_xrefs			CPD-564
CPD1F-2_xrefs___CPD1F-2	CPD1F-2_xrefs			CPD1F-2
SERYL-AMP_xrefs___SERYL-AMP	SERYL-AMP_xrefs			SERYL-AMP
CPD-734_xrefs___CPD-734	CPD-734_xrefs			CPD-734
CPD-10789_xrefs___CPD-10789	CPD-10789_xrefs			CPD-10789
CPD-674_xrefs___CPD-674	CPD-674_xrefs			CPD-674
CPD-5661_xrefs___CPD-5661	CPD-5661_xrefs			CPD-5661
CPD-465_xrefs___CPD-465	CPD-465_xrefs			CPD-465
CPD-6741_xrefs___CPD-6741	CPD-6741_xrefs			CPD-6741
CPD1F-4_xrefs___CPD1F-4	CPD1F-4_xrefs			CPD1F-4
CPD-7409_xrefs___CPD-7409	CPD-7409_xrefs			CPD-7409
CPD-10793_xrefs___CPD-10793	CPD-10793_xrefs			CPD-10793
HCO3_xrefs___HCO3	HCO3_xrefs			HCO3
CPD1F-437_xrefs___CPD1F-437	CPD1F-437_xrefs			CPD1F-437
CPD-469_xrefs___CPD-469	CPD-469_xrefs			CPD-469
GDP-L-GALACTOSE_xrefs___GDP-L-GALACTOSE	GDP-L-GALACTOSE_xrefs			GDP-L-GALACTOSE
2-DEOXYRIBOSE_xrefs___2-DEOXYRIBOSE	2-DEOXYRIBOSE_xrefs			2-DEOXYRIBOSE
CPD1F-453_xrefs___CPD1F-453	CPD1F-453_xrefs			CPD1F-453
CPD-13559_xrefs___CPD-13559	CPD-13559_xrefs			CPD-13559
CGMP_xrefs___CGMP	CGMP_xrefs			CGMP
THIAMINE_xrefs___THIAMINE	THIAMINE_xrefs			THIAMINE
THIAMINE-P_xrefs___THIAMINE-P	THIAMINE-P_xrefs			THIAMINE-P
CPD-470_xrefs___CPD-470	CPD-470_xrefs			CPD-470
THIAMINE-PYROPHOSPHATE_xrefs___THIAMINE-PYROPHOSPHATE	THIAMINE-PYROPHOSPHATE_xrefs			THIAMINE-PYROPHOSPHATE
N-ACETYL-GLUTAMYL-P_xrefs___N-ACETYL-GLUTAMYL-P	N-ACETYL-GLUTAMYL-P_xrefs			N-ACETYL-GLUTAMYL-P
CPD-233_xrefs___CPD-233	CPD-233_xrefs			CPD-233
4-COUMAROYLQUINATE_xrefs___4-COUMAROYLQUINATE	4-COUMAROYLQUINATE_xrefs			4-COUMAROYLQUINATE
CPD-3483_xrefs___CPD-3483	CPD-3483_xrefs			CPD-3483
CPD-10269_xrefs___CPD-10269	CPD-10269_xrefs			CPD-10269
CPD-12175_xrefs___CPD-12175	CPD-12175_xrefs			CPD-12175
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE_xrefs___5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	5-PHOSPHO-RIBOSYL-GLYCINEAMIDE_xrefs			5-PHOSPHO-RIBOSYL-GLYCINEAMIDE
2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA_xrefs___2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA	2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA_xrefs			2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA
CPD-10277_xrefs___CPD-10277	CPD-10277_xrefs			CPD-10277
DOPAMINE_xrefs___DOPAMINE	DOPAMINE_xrefs			DOPAMINE
CPDQT-36_xrefs___CPDQT-36	CPDQT-36_xrefs			CPDQT-36
5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE_xrefs___5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE	5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE_xrefs			5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE
CPD-12486_xrefs___CPD-12486	CPD-12486_xrefs			CPD-12486
CPD-236_xrefs___CPD-236	CPD-236_xrefs			CPD-236
DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR_xrefs___DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR_xrefs			DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR
CPD-3486_xrefs___CPD-3486	CPD-3486_xrefs			CPD-3486
CPD-17401_xrefs___CPD-17401	CPD-17401_xrefs			CPD-17401
TMP_xrefs___TMP	TMP_xrefs			TMP
RIBOFLAVIN_xrefs___RIBOFLAVIN	RIBOFLAVIN_xrefs			RIBOFLAVIN
CPDQT-37_xrefs___CPDQT-37	CPDQT-37_xrefs			CPDQT-37
4-CYTIDINE-5-DIPHOSPHO-2-C_xrefs___4-CYTIDINE-5-DIPHOSPHO-2-C	4-CYTIDINE-5-DIPHOSPHO-2-C_xrefs			4-CYTIDINE-5-DIPHOSPHO-2-C
3-MERCAPTO-PYRUVATE_xrefs___3-MERCAPTO-PYRUVATE	3-MERCAPTO-PYRUVATE_xrefs			3-MERCAPTO-PYRUVATE
CPD-10279_xrefs___CPD-10279	CPD-10279_xrefs			CPD-10279
CPD-17402_xrefs___CPD-17402	CPD-17402_xrefs			CPD-17402
LOGANIN_xrefs___LOGANIN	LOGANIN_xrefs			LOGANIN
2-R-HYDROXYPROPYL-COM_xrefs___2-R-HYDROXYPROPYL-COM	2-R-HYDROXYPROPYL-COM_xrefs			2-R-HYDROXYPROPYL-COM
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE_xrefs___5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE_xrefs			5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE
DIAMINONONANOATE_xrefs___DIAMINONONANOATE	DIAMINONONANOATE_xrefs			DIAMINONONANOATE
CPD-237_xrefs___CPD-237	CPD-237_xrefs			CPD-237
CPDQT-38_xrefs___CPDQT-38	CPDQT-38_xrefs			CPDQT-38
3-METHYL-CROTONYL-COA_xrefs___3-METHYL-CROTONYL-COA	3-METHYL-CROTONYL-COA_xrefs			3-METHYL-CROTONYL-COA
CPD-12180_xrefs___CPD-12180	CPD-12180_xrefs			CPD-12180
FMN_xrefs___FMN	FMN_xrefs			FMN
